=== DANH SÁCH LUẬT KẾT HỢP (MinConf = 0.6) ===
29 -> 5 : sup = 2964.00, conf = 0.93, lift = 0.00
36 40 52 58 -> 29 34 : sup = 2906.00, conf = 0.95, lift = 0.00
29 34 40 58 -> 36 52 : sup = 2906.00, conf = 0.96, lift = 0.00
29 34 52 58 -> 36 40 : sup = 2906.00, conf = 0.96, lift = 0.00
29 34 40 52 -> 36 58 : sup = 2906.00, conf = 0.97, lift = 0.00
34 40 52 58 -> 29 36 : sup = 2906.00, conf = 0.97, lift = 0.00
29 34 36 58 -> 40 52 : sup = 2906.00, conf = 0.99, lift = 0.00
29 34 36 40 -> 52 58 : sup = 2906.00, conf = 1.00, lift = 0.00
34 36 40 58 -> 29 52 : sup = 2906.00, conf = 1.00, lift = 0.00
29 34 36 52 -> 40 58 : sup = 2906.00, conf = 0.99, lift = 0.00
34 36 52 58 -> 29 40 : sup = 2906.00, conf = 0.99, lift = 0.00
34 36 40 52 -> 29 58 : sup = 2906.00, conf = 1.00, lift = 0.00
29 40 58 -> 34 36 52 : sup = 2906.00, conf = 0.92, lift = 0.00
29 52 58 -> 34 36 40 : sup = 2906.00, conf = 0.92, lift = 0.00
29 40 52 -> 34 36 58 : sup = 2906.00, conf = 0.92, lift = 0.00
40 52 58 -> 29 34 36 : sup = 2906.00, conf = 0.92, lift = 0.00
29 36 58 -> 34 40 52 : sup = 2906.00, conf = 0.94, lift = 0.00
29 36 40 -> 34 52 58 : sup = 2906.00, conf = 0.95, lift = 0.00
36 40 58 -> 29 34 52 : sup = 2906.00, conf = 0.95, lift = 0.00
29 36 52 -> 34 40 58 : sup = 2906.00, conf = 0.95, lift = 0.00
36 52 58 -> 29 34 40 : sup = 2906.00, conf = 0.94, lift = 0.00
36 40 52 -> 29 34 58 : sup = 2906.00, conf = 0.95, lift = 0.00
29 34 58 -> 36 40 52 : sup = 2906.00, conf = 0.96, lift = 0.00
29 34 40 -> 36 52 58 : sup = 2906.00, conf = 0.96, lift = 0.00
34 40 58 -> 29 36 52 : sup = 2906.00, conf = 0.96, lift = 0.00
29 34 52 -> 36 40 58 : sup = 2906.00, conf = 0.96, lift = 0.00
34 52 58 -> 29 36 40 : sup = 2906.00, conf = 0.96, lift = 0.00
34 40 52 -> 29 36 58 : sup = 2906.00, conf = 0.97, lift = 0.00
29 34 36 -> 40 52 58 : sup = 2906.00, conf = 0.99, lift = 0.00
34 36 58 -> 29 40 52 : sup = 2906.00, conf = 0.99, lift = 0.00
34 36 40 -> 29 52 58 : sup = 2906.00, conf = 1.00, lift = 0.00
34 36 52 -> 29 40 58 : sup = 2906.00, conf = 0.99, lift = 0.00
29 58 -> 34 36 40 52 : sup = 2906.00, conf = 0.91, lift = 0.00
29 40 -> 34 36 52 58 : sup = 2906.00, conf = 0.92, lift = 0.00
40 58 -> 29 34 36 52 : sup = 2906.00, conf = 0.92, lift = 0.00
29 52 -> 34 36 40 58 : sup = 2906.00, conf = 0.92, lift = 0.00
52 58 -> 29 34 36 40 : sup = 2906.00, conf = 0.91, lift = 0.00
40 52 -> 29 34 36 58 : sup = 2906.00, conf = 0.92, lift = 0.00
29 36 -> 34 40 52 58 : sup = 2906.00, conf = 0.94, lift = 0.00
36 58 -> 29 34 40 52 : sup = 2906.00, conf = 0.94, lift = 0.00
36 40 -> 29 34 52 58 : sup = 2906.00, conf = 0.95, lift = 0.00
36 52 -> 29 34 40 58 : sup = 2906.00, conf = 0.94, lift = 0.00
29 34 -> 36 40 52 58 : sup = 2906.00, conf = 0.96, lift = 0.00
34 58 -> 29 36 40 52 : sup = 2906.00, conf = 0.96, lift = 0.00
34 40 -> 29 36 52 58 : sup = 2906.00, conf = 0.96, lift = 0.00
34 52 -> 29 36 40 58 : sup = 2906.00, conf = 0.96, lift = 0.00
34 36 -> 29 40 52 58 : sup = 2906.00, conf = 0.99, lift = 0.00
29 -> 34 36 40 52 58 : sup = 2906.00, conf = 0.91, lift = 0.00
58 -> 29 34 36 40 52 : sup = 2906.00, conf = 0.91, lift = 0.00
40 -> 29 34 36 52 58 : sup = 2906.00, conf = 0.92, lift = 0.00
52 -> 29 34 36 40 58 : sup = 2906.00, conf = 0.91, lift = 0.00
36 -> 29 34 40 52 58 : sup = 2906.00, conf = 0.94, lift = 0.00
34 -> 29 36 40 52 58 : sup = 2906.00, conf = 0.96, lift = 0.00
40 52 60 62 -> 36 : sup = 2891.00, conf = 0.97, lift = 0.00
36 40 60 62 -> 52 : sup = 2891.00, conf = 1.00, lift = 0.00
36 52 60 62 -> 40 : sup = 2891.00, conf = 0.99, lift = 0.00
36 40 52 62 -> 60 : sup = 2891.00, conf = 0.98, lift = 0.00
36 40 52 60 -> 62 : sup = 2891.00, conf = 0.96, lift = 0.00
40 60 62 -> 36 52 : sup = 2891.00, conf = 0.96, lift = 0.00
52 60 62 -> 36 40 : sup = 2891.00, conf = 0.96, lift = 0.00
40 52 62 -> 36 60 : sup = 2891.00, conf = 0.95, lift = 0.00
40 52 60 -> 36 62 : sup = 2891.00, conf = 0.93, lift = 0.00
36 60 62 -> 40 52 : sup = 2891.00, conf = 0.99, lift = 0.00
36 40 62 -> 52 60 : sup = 2891.00, conf = 0.98, lift = 0.00
36 40 60 -> 52 62 : sup = 2891.00, conf = 0.96, lift = 0.00
36 52 62 -> 40 60 : sup = 2891.00, conf = 0.98, lift = 0.00
36 52 60 -> 40 62 : sup = 2891.00, conf = 0.95, lift = 0.00
36 40 52 -> 60 62 : sup = 2891.00, conf = 0.94, lift = 0.00
60 62 -> 36 40 52 : sup = 2891.00, conf = 0.96, lift = 0.00
40 62 -> 36 52 60 : sup = 2891.00, conf = 0.95, lift = 0.00
40 60 -> 36 52 62 : sup = 2891.00, conf = 0.93, lift = 0.00
52 62 -> 36 40 60 : sup = 2891.00, conf = 0.95, lift = 0.00
52 60 -> 36 40 62 : sup = 2891.00, conf = 0.92, lift = 0.00
40 52 -> 36 60 62 : sup = 2891.00, conf = 0.92, lift = 0.00
36 62 -> 40 52 60 : sup = 2891.00, conf = 0.98, lift = 0.00
36 60 -> 40 52 62 : sup = 2891.00, conf = 0.95, lift = 0.00
36 40 -> 52 60 62 : sup = 2891.00, conf = 0.94, lift = 0.00
36 52 -> 40 60 62 : sup = 2891.00, conf = 0.94, lift = 0.00
62 -> 36 40 52 60 : sup = 2891.00, conf = 0.94, lift = 0.00
60 -> 36 40 52 62 : sup = 2891.00, conf = 0.92, lift = 0.00
40 -> 36 52 60 62 : sup = 2891.00, conf = 0.91, lift = 0.00
52 -> 36 40 60 62 : sup = 2891.00, conf = 0.91, lift = 0.00
36 -> 40 52 60 62 : sup = 2891.00, conf = 0.93, lift = 0.00
36 40 52 58 -> 66 : sup = 2888.00, conf = 0.94, lift = 0.00
40 52 58 66 -> 36 : sup = 2888.00, conf = 0.97, lift = 0.00
36 40 58 66 -> 52 : sup = 2888.00, conf = 1.00, lift = 0.00
36 52 58 66 -> 40 : sup = 2888.00, conf = 0.99, lift = 0.00
36 40 52 66 -> 58 : sup = 2888.00, conf = 1.00, lift = 0.00
40 52 58 -> 36 66 : sup = 2888.00, conf = 0.91, lift = 0.00
36 40 58 -> 52 66 : sup = 2888.00, conf = 0.94, lift = 0.00
36 52 58 -> 40 66 : sup = 2888.00, conf = 0.94, lift = 0.00
36 40 52 -> 58 66 : sup = 2888.00, conf = 0.94, lift = 0.00
40 58 66 -> 36 52 : sup = 2888.00, conf = 0.96, lift = 0.00
52 58 66 -> 36 40 : sup = 2888.00, conf = 0.96, lift = 0.00
40 52 66 -> 36 58 : sup = 2888.00, conf = 0.97, lift = 0.00
36 58 66 -> 40 52 : sup = 2888.00, conf = 0.99, lift = 0.00
36 40 66 -> 52 58 : sup = 2888.00, conf = 1.00, lift = 0.00
36 52 66 -> 40 58 : sup = 2888.00, conf = 0.99, lift = 0.00
40 58 -> 36 52 66 : sup = 2888.00, conf = 0.91, lift = 0.00
52 58 -> 36 40 66 : sup = 2888.00, conf = 0.91, lift = 0.00
40 52 -> 36 58 66 : sup = 2888.00, conf = 0.91, lift = 0.00
36 58 -> 40 52 66 : sup = 2888.00, conf = 0.93, lift = 0.00
36 40 -> 52 58 66 : sup = 2888.00, conf = 0.94, lift = 0.00
36 52 -> 40 58 66 : sup = 2888.00, conf = 0.94, lift = 0.00
58 66 -> 36 40 52 : sup = 2888.00, conf = 0.96, lift = 0.00
40 66 -> 36 52 58 : sup = 2888.00, conf = 0.96, lift = 0.00
52 66 -> 36 40 58 : sup = 2888.00, conf = 0.96, lift = 0.00
36 66 -> 40 52 58 : sup = 2888.00, conf = 0.99, lift = 0.00
58 -> 36 40 52 66 : sup = 2888.00, conf = 0.90, lift = 0.00
40 -> 36 52 58 66 : sup = 2888.00, conf = 0.91, lift = 0.00
52 -> 36 40 58 66 : sup = 2888.00, conf = 0.91, lift = 0.00
36 -> 40 52 58 66 : sup = 2888.00, conf = 0.93, lift = 0.00
66 -> 36 40 52 58 : sup = 2888.00, conf = 0.96, lift = 0.00
29 40 58 60 -> 66 : sup = 2988.00, conf = 0.96, lift = 0.00
29 58 60 66 -> 40 : sup = 2988.00, conf = 0.99, lift = 0.00
29 40 60 66 -> 58 : sup = 2988.00, conf = 1.00, lift = 0.00
29 40 58 66 -> 60 : sup = 2988.00, conf = 1.00, lift = 0.00
40 58 60 66 -> 29 : sup = 2988.00, conf = 1.00, lift = 0.00
29 58 60 -> 40 66 : sup = 2988.00, conf = 0.95, lift = 0.00
29 40 60 -> 58 66 : sup = 2988.00, conf = 0.96, lift = 0.00
29 40 58 -> 60 66 : sup = 2988.00, conf = 0.95, lift = 0.00
40 58 60 -> 29 66 : sup = 2988.00, conf = 0.96, lift = 0.00
29 60 66 -> 40 58 : sup = 2988.00, conf = 0.99, lift = 0.00
29 58 66 -> 40 60 : sup = 2988.00, conf = 0.99, lift = 0.00
58 60 66 -> 29 40 : sup = 2988.00, conf = 0.99, lift = 0.00
29 40 66 -> 58 60 : sup = 2988.00, conf = 1.00, lift = 0.00
40 60 66 -> 29 58 : sup = 2988.00, conf = 1.00, lift = 0.00
40 58 66 -> 29 60 : sup = 2988.00, conf = 1.00, lift = 0.00
29 60 -> 40 58 66 : sup = 2988.00, conf = 0.95, lift = 0.00
29 58 -> 40 60 66 : sup = 2988.00, conf = 0.94, lift = 0.00
58 60 -> 29 40 66 : sup = 2988.00, conf = 0.95, lift = 0.00
29 40 -> 58 60 66 : sup = 2988.00, conf = 0.95, lift = 0.00
40 60 -> 29 58 66 : sup = 2988.00, conf = 0.96, lift = 0.00
40 58 -> 29 60 66 : sup = 2988.00, conf = 0.94, lift = 0.00
29 66 -> 40 58 60 : sup = 2988.00, conf = 0.99, lift = 0.00
60 66 -> 29 40 58 : sup = 2988.00, conf = 0.99, lift = 0.00
58 66 -> 29 40 60 : sup = 2988.00, conf = 0.99, lift = 0.00
40 66 -> 29 58 60 : sup = 2988.00, conf = 1.00, lift = 0.00
29 -> 40 58 60 66 : sup = 2988.00, conf = 0.94, lift = 0.00
60 -> 29 40 58 66 : sup = 2988.00, conf = 0.95, lift = 0.00
58 -> 29 40 60 66 : sup = 2988.00, conf = 0.94, lift = 0.00
40 -> 29 58 60 66 : sup = 2988.00, conf = 0.94, lift = 0.00
66 -> 29 40 58 60 : sup = 2988.00, conf = 0.99, lift = 0.00
7 40 52 58 60 -> 36 : sup = 2897.00, conf = 0.97, lift = 0.00
7 36 40 58 60 -> 52 : sup = 2897.00, conf = 1.00, lift = 0.00
36 40 52 58 60 -> 7 : sup = 2897.00, conf = 0.96, lift = 0.00
7 36 52 58 60 -> 40 : sup = 2897.00, conf = 0.99, lift = 0.00
7 36 40 52 60 -> 58 : sup = 2897.00, conf = 1.00, lift = 0.00
7 36 40 52 58 -> 60 : sup = 2897.00, conf = 0.99, lift = 0.00
7 40 58 60 -> 36 52 : sup = 2897.00, conf = 0.96, lift = 0.00
40 52 58 60 -> 7 36 : sup = 2897.00, conf = 0.93, lift = 0.00
7 52 58 60 -> 36 40 : sup = 2897.00, conf = 0.96, lift = 0.00
7 40 52 60 -> 36 58 : sup = 2897.00, conf = 0.97, lift = 0.00
7 40 52 58 -> 36 60 : sup = 2897.00, conf = 0.95, lift = 0.00
36 40 58 60 -> 7 52 : sup = 2897.00, conf = 0.96, lift = 0.00
7 36 58 60 -> 40 52 : sup = 2897.00, conf = 0.99, lift = 0.00
7 36 40 60 -> 52 58 : sup = 2897.00, conf = 1.00, lift = 0.00
7 36 40 58 -> 52 60 : sup = 2897.00, conf = 0.98, lift = 0.00
36 52 58 60 -> 7 40 : sup = 2897.00, conf = 0.95, lift = 0.00
36 40 52 60 -> 7 58 : sup = 2897.00, conf = 0.96, lift = 0.00
36 40 52 58 -> 7 60 : sup = 2897.00, conf = 0.95, lift = 0.00
7 36 52 60 -> 40 58 : sup = 2897.00, conf = 0.99, lift = 0.00
7 36 52 58 -> 40 60 : sup = 2897.00, conf = 0.98, lift = 0.00
7 36 40 52 -> 58 60 : sup = 2897.00, conf = 0.98, lift = 0.00
40 58 60 -> 7 36 52 : sup = 2897.00, conf = 0.93, lift = 0.00
7 58 60 -> 36 40 52 : sup = 2897.00, conf = 0.96, lift = 0.00
7 40 60 -> 36 52 58 : sup = 2897.00, conf = 0.96, lift = 0.00
7 40 58 -> 36 52 60 : sup = 2897.00, conf = 0.95, lift = 0.00
52 58 60 -> 7 36 40 : sup = 2897.00, conf = 0.92, lift = 0.00
40 52 60 -> 7 36 58 : sup = 2897.00, conf = 0.93, lift = 0.00
40 52 58 -> 7 36 60 : sup = 2897.00, conf = 0.92, lift = 0.00
7 52 60 -> 36 40 58 : sup = 2897.00, conf = 0.96, lift = 0.00
7 52 58 -> 36 40 60 : sup = 2897.00, conf = 0.95, lift = 0.00
7 40 52 -> 36 58 60 : sup = 2897.00, conf = 0.95, lift = 0.00
36 58 60 -> 7 40 52 : sup = 2897.00, conf = 0.95, lift = 0.00
36 40 60 -> 7 52 58 : sup = 2897.00, conf = 0.96, lift = 0.00
36 40 58 -> 7 52 60 : sup = 2897.00, conf = 0.94, lift = 0.00
7 36 60 -> 40 52 58 : sup = 2897.00, conf = 0.99, lift = 0.00
7 36 58 -> 40 52 60 : sup = 2897.00, conf = 0.97, lift = 0.00
7 36 40 -> 52 58 60 : sup = 2897.00, conf = 0.98, lift = 0.00
36 52 60 -> 7 40 58 : sup = 2897.00, conf = 0.95, lift = 0.00
36 52 58 -> 7 40 60 : sup = 2897.00, conf = 0.94, lift = 0.00
36 40 52 -> 7 58 60 : sup = 2897.00, conf = 0.95, lift = 0.00
7 36 52 -> 40 58 60 : sup = 2897.00, conf = 0.98, lift = 0.00
58 60 -> 7 36 40 52 : sup = 2897.00, conf = 0.92, lift = 0.00
40 60 -> 7 36 52 58 : sup = 2897.00, conf = 0.93, lift = 0.00
40 58 -> 7 36 52 60 : sup = 2897.00, conf = 0.91, lift = 0.00
7 60 -> 36 40 52 58 : sup = 2897.00, conf = 0.96, lift = 0.00
7 58 -> 36 40 52 60 : sup = 2897.00, conf = 0.94, lift = 0.00
7 40 -> 36 52 58 60 : sup = 2897.00, conf = 0.95, lift = 0.00
52 60 -> 7 36 40 58 : sup = 2897.00, conf = 0.92, lift = 0.00
52 58 -> 7 36 40 60 : sup = 2897.00, conf = 0.91, lift = 0.00
40 52 -> 7 36 58 60 : sup = 2897.00, conf = 0.92, lift = 0.00
7 52 -> 36 40 58 60 : sup = 2897.00, conf = 0.95, lift = 0.00
36 60 -> 7 40 52 58 : sup = 2897.00, conf = 0.95, lift = 0.00
36 58 -> 7 40 52 60 : sup = 2897.00, conf = 0.94, lift = 0.00
36 40 -> 7 52 58 60 : sup = 2897.00, conf = 0.94, lift = 0.00
7 36 -> 40 52 58 60 : sup = 2897.00, conf = 0.97, lift = 0.00
36 52 -> 7 40 58 60 : sup = 2897.00, conf = 0.94, lift = 0.00
60 -> 7 36 40 52 58 : sup = 2897.00, conf = 0.92, lift = 0.00
58 -> 7 36 40 52 60 : sup = 2897.00, conf = 0.91, lift = 0.00
40 -> 7 36 52 58 60 : sup = 2897.00, conf = 0.91, lift = 0.00
7 -> 36 40 52 58 60 : sup = 2897.00, conf = 0.94, lift = 0.00
52 -> 7 36 40 58 60 : sup = 2897.00, conf = 0.91, lift = 0.00
36 -> 7 40 52 58 60 : sup = 2897.00, conf = 0.93, lift = 0.00
36 40 52 60 -> 66 : sup = 2889.00, conf = 0.96, lift = 0.00
40 52 60 66 -> 36 : sup = 2889.00, conf = 0.97, lift = 0.00
36 40 60 66 -> 52 : sup = 2889.00, conf = 1.00, lift = 0.00
36 52 60 66 -> 40 : sup = 2889.00, conf = 0.99, lift = 0.00
36 40 52 66 -> 60 : sup = 2889.00, conf = 1.00, lift = 0.00
40 52 60 -> 36 66 : sup = 2889.00, conf = 0.93, lift = 0.00
36 40 60 -> 52 66 : sup = 2889.00, conf = 0.95, lift = 0.00
36 52 60 -> 40 66 : sup = 2889.00, conf = 0.95, lift = 0.00
36 40 52 -> 60 66 : sup = 2889.00, conf = 0.94, lift = 0.00
40 60 66 -> 36 52 : sup = 2889.00, conf = 0.96, lift = 0.00
52 60 66 -> 36 40 : sup = 2889.00, conf = 0.96, lift = 0.00
40 52 66 -> 36 60 : sup = 2889.00, conf = 0.97, lift = 0.00
36 60 66 -> 40 52 : sup = 2889.00, conf = 0.99, lift = 0.00
36 40 66 -> 52 60 : sup = 2889.00, conf = 1.00, lift = 0.00
36 52 66 -> 40 60 : sup = 2889.00, conf = 0.99, lift = 0.00
40 60 -> 36 52 66 : sup = 2889.00, conf = 0.92, lift = 0.00
52 60 -> 36 40 66 : sup = 2889.00, conf = 0.92, lift = 0.00
40 52 -> 36 60 66 : sup = 2889.00, conf = 0.91, lift = 0.00
36 60 -> 40 52 66 : sup = 2889.00, conf = 0.95, lift = 0.00
36 40 -> 52 60 66 : sup = 2889.00, conf = 0.94, lift = 0.00
36 52 -> 40 60 66 : sup = 2889.00, conf = 0.94, lift = 0.00
60 66 -> 36 40 52 : sup = 2889.00, conf = 0.96, lift = 0.00
40 66 -> 36 52 60 : sup = 2889.00, conf = 0.96, lift = 0.00
52 66 -> 36 40 60 : sup = 2889.00, conf = 0.96, lift = 0.00
36 66 -> 40 52 60 : sup = 2889.00, conf = 0.99, lift = 0.00
60 -> 36 40 52 66 : sup = 2889.00, conf = 0.92, lift = 0.00
40 -> 36 52 60 66 : sup = 2889.00, conf = 0.91, lift = 0.00
52 -> 36 40 60 66 : sup = 2889.00, conf = 0.91, lift = 0.00
36 -> 40 52 60 66 : sup = 2889.00, conf = 0.93, lift = 0.00
66 -> 36 40 52 60 : sup = 2889.00, conf = 0.96, lift = 0.00
36 52 58 60 -> 48 : sup = 2948.00, conf = 0.97, lift = 0.00
48 52 58 60 -> 36 : sup = 2948.00, conf = 0.99, lift = 0.00
36 48 58 60 -> 52 : sup = 2948.00, conf = 1.00, lift = 0.00
36 48 52 60 -> 58 : sup = 2948.00, conf = 1.00, lift = 0.00
36 48 52 58 -> 60 : sup = 2948.00, conf = 0.99, lift = 0.00
52 58 60 -> 36 48 : sup = 2948.00, conf = 0.94, lift = 0.00
36 58 60 -> 48 52 : sup = 2948.00, conf = 0.97, lift = 0.00
36 52 60 -> 48 58 : sup = 2948.00, conf = 0.97, lift = 0.00
36 52 58 -> 48 60 : sup = 2948.00, conf = 0.95, lift = 0.00
48 58 60 -> 36 52 : sup = 2948.00, conf = 0.99, lift = 0.00
48 52 60 -> 36 58 : sup = 2948.00, conf = 0.99, lift = 0.00
48 52 58 -> 36 60 : sup = 2948.00, conf = 0.98, lift = 0.00
36 48 60 -> 52 58 : sup = 2948.00, conf = 1.00, lift = 0.00
36 48 58 -> 52 60 : sup = 2948.00, conf = 0.99, lift = 0.00
36 48 52 -> 58 60 : sup = 2948.00, conf = 0.99, lift = 0.00
58 60 -> 36 48 52 : sup = 2948.00, conf = 0.94, lift = 0.00
52 60 -> 36 48 58 : sup = 2948.00, conf = 0.94, lift = 0.00
52 58 -> 36 48 60 : sup = 2948.00, conf = 0.93, lift = 0.00
36 60 -> 48 52 58 : sup = 2948.00, conf = 0.97, lift = 0.00
36 58 -> 48 52 60 : sup = 2948.00, conf = 0.95, lift = 0.00
36 52 -> 48 58 60 : sup = 2948.00, conf = 0.95, lift = 0.00
48 60 -> 36 52 58 : sup = 2948.00, conf = 0.99, lift = 0.00
48 58 -> 36 52 60 : sup = 2948.00, conf = 0.98, lift = 0.00
48 52 -> 36 58 60 : sup = 2948.00, conf = 0.98, lift = 0.00
36 48 -> 52 58 60 : sup = 2948.00, conf = 0.99, lift = 0.00
60 -> 36 48 52 58 : sup = 2948.00, conf = 0.94, lift = 0.00
58 -> 36 48 52 60 : sup = 2948.00, conf = 0.92, lift = 0.00
52 -> 36 48 58 60 : sup = 2948.00, conf = 0.93, lift = 0.00
36 -> 48 52 58 60 : sup = 2948.00, conf = 0.95, lift = 0.00
48 -> 36 52 58 60 : sup = 2948.00, conf = 0.98, lift = 0.00
29 56 58 60 -> 52 : sup = 2955.00, conf = 1.00, lift = 0.00
29 52 58 60 -> 56 : sup = 2955.00, conf = 0.95, lift = 0.00
29 52 56 60 -> 58 : sup = 2955.00, conf = 1.00, lift = 0.00
29 52 56 58 -> 60 : sup = 2955.00, conf = 0.99, lift = 0.00
52 56 58 60 -> 29 : sup = 2955.00, conf = 1.00, lift = 0.00
29 58 60 -> 52 56 : sup = 2955.00, conf = 0.94, lift = 0.00
29 56 60 -> 52 58 : sup = 2955.00, conf = 1.00, lift = 0.00
29 56 58 -> 52 60 : sup = 2955.00, conf = 0.98, lift = 0.00
56 58 60 -> 29 52 : sup = 2955.00, conf = 0.99, lift = 0.00
29 52 60 -> 56 58 : sup = 2955.00, conf = 0.95, lift = 0.00
29 52 58 -> 56 60 : sup = 2955.00, conf = 0.93, lift = 0.00
52 58 60 -> 29 56 : sup = 2955.00, conf = 0.94, lift = 0.00
29 52 56 -> 58 60 : sup = 2955.00, conf = 0.98, lift = 0.00
52 56 60 -> 29 58 : sup = 2955.00, conf = 1.00, lift = 0.00
52 56 58 -> 29 60 : sup = 2955.00, conf = 0.98, lift = 0.00
29 60 -> 52 56 58 : sup = 2955.00, conf = 0.94, lift = 0.00
29 58 -> 52 56 60 : sup = 2955.00, conf = 0.93, lift = 0.00
58 60 -> 29 52 56 : sup = 2955.00, conf = 0.94, lift = 0.00
29 56 -> 52 58 60 : sup = 2955.00, conf = 0.98, lift = 0.00
56 60 -> 29 52 58 : sup = 2955.00, conf = 0.99, lift = 0.00
56 58 -> 29 52 60 : sup = 2955.00, conf = 0.98, lift = 0.00
29 52 -> 56 58 60 : sup = 2955.00, conf = 0.93, lift = 0.00
52 60 -> 29 56 58 : sup = 2955.00, conf = 0.94, lift = 0.00
52 58 -> 29 56 60 : sup = 2955.00, conf = 0.93, lift = 0.00
52 56 -> 29 58 60 : sup = 2955.00, conf = 0.98, lift = 0.00
29 -> 52 56 58 60 : sup = 2955.00, conf = 0.93, lift = 0.00
60 -> 29 52 56 58 : sup = 2955.00, conf = 0.94, lift = 0.00
58 -> 29 52 56 60 : sup = 2955.00, conf = 0.92, lift = 0.00
56 -> 29 52 58 60 : sup = 2955.00, conf = 0.98, lift = 0.00
52 -> 29 56 58 60 : sup = 2955.00, conf = 0.93, lift = 0.00
40 58 60 62 -> 36 : sup = 2902.00, conf = 0.97, lift = 0.00
36 58 60 62 -> 40 : sup = 2902.00, conf = 0.99, lift = 0.00
36 40 60 62 -> 58 : sup = 2902.00, conf = 1.00, lift = 0.00
36 40 58 62 -> 60 : sup = 2902.00, conf = 0.98, lift = 0.00
36 40 58 60 -> 62 : sup = 2902.00, conf = 0.96, lift = 0.00
58 60 62 -> 36 40 : sup = 2902.00, conf = 0.96, lift = 0.00
40 60 62 -> 36 58 : sup = 2902.00, conf = 0.97, lift = 0.00
40 58 62 -> 36 60 : sup = 2902.00, conf = 0.95, lift = 0.00
40 58 60 -> 36 62 : sup = 2902.00, conf = 0.93, lift = 0.00
36 60 62 -> 40 58 : sup = 2902.00, conf = 0.99, lift = 0.00
36 58 62 -> 40 60 : sup = 2902.00, conf = 0.98, lift = 0.00
36 58 60 -> 40 62 : sup = 2902.00, conf = 0.95, lift = 0.00
36 40 62 -> 58 60 : sup = 2902.00, conf = 0.98, lift = 0.00
36 40 60 -> 58 62 : sup = 2902.00, conf = 0.96, lift = 0.00
36 40 58 -> 60 62 : sup = 2902.00, conf = 0.94, lift = 0.00
60 62 -> 36 40 58 : sup = 2902.00, conf = 0.96, lift = 0.00
58 62 -> 36 40 60 : sup = 2902.00, conf = 0.95, lift = 0.00
58 60 -> 36 40 62 : sup = 2902.00, conf = 0.92, lift = 0.00
40 62 -> 36 58 60 : sup = 2902.00, conf = 0.95, lift = 0.00
40 60 -> 36 58 62 : sup = 2902.00, conf = 0.93, lift = 0.00
40 58 -> 36 60 62 : sup = 2902.00, conf = 0.92, lift = 0.00
36 62 -> 40 58 60 : sup = 2902.00, conf = 0.98, lift = 0.00
36 60 -> 40 58 62 : sup = 2902.00, conf = 0.95, lift = 0.00
36 58 -> 40 60 62 : sup = 2902.00, conf = 0.94, lift = 0.00
36 40 -> 58 60 62 : sup = 2902.00, conf = 0.94, lift = 0.00
62 -> 36 40 58 60 : sup = 2902.00, conf = 0.95, lift = 0.00
60 -> 36 40 58 62 : sup = 2902.00, conf = 0.92, lift = 0.00
58 -> 36 40 60 62 : sup = 2902.00, conf = 0.91, lift = 0.00
40 -> 36 58 60 62 : sup = 2902.00, conf = 0.92, lift = 0.00
36 -> 40 58 60 62 : sup = 2902.00, conf = 0.94, lift = 0.00
29 56 58 62 -> 52 : sup = 2903.00, conf = 1.00, lift = 0.00
29 52 58 62 -> 56 : sup = 2903.00, conf = 0.96, lift = 0.00
29 52 56 62 -> 58 : sup = 2903.00, conf = 1.00, lift = 0.00
52 56 58 62 -> 29 : sup = 2903.00, conf = 0.99, lift = 0.00
29 52 56 58 -> 62 : sup = 2903.00, conf = 0.97, lift = 0.00
29 58 62 -> 52 56 : sup = 2903.00, conf = 0.95, lift = 0.00
29 56 62 -> 52 58 : sup = 2903.00, conf = 1.00, lift = 0.00
56 58 62 -> 29 52 : sup = 2903.00, conf = 0.99, lift = 0.00
29 56 58 -> 52 62 : sup = 2903.00, conf = 0.97, lift = 0.00
29 52 62 -> 56 58 : sup = 2903.00, conf = 0.96, lift = 0.00
52 58 62 -> 29 56 : sup = 2903.00, conf = 0.95, lift = 0.00
29 52 58 -> 56 62 : sup = 2903.00, conf = 0.92, lift = 0.00
52 56 62 -> 29 58 : sup = 2903.00, conf = 0.99, lift = 0.00
29 52 56 -> 58 62 : sup = 2903.00, conf = 0.97, lift = 0.00
52 56 58 -> 29 62 : sup = 2903.00, conf = 0.96, lift = 0.00
29 62 -> 52 56 58 : sup = 2903.00, conf = 0.95, lift = 0.00
58 62 -> 29 52 56 : sup = 2903.00, conf = 0.95, lift = 0.00
29 58 -> 52 56 62 : sup = 2903.00, conf = 0.91, lift = 0.00
56 62 -> 29 52 58 : sup = 2903.00, conf = 0.99, lift = 0.00
29 56 -> 52 58 62 : sup = 2903.00, conf = 0.97, lift = 0.00
56 58 -> 29 52 62 : sup = 2903.00, conf = 0.96, lift = 0.00
52 62 -> 29 56 58 : sup = 2903.00, conf = 0.95, lift = 0.00
29 52 -> 56 58 62 : sup = 2903.00, conf = 0.92, lift = 0.00
52 58 -> 29 56 62 : sup = 2903.00, conf = 0.91, lift = 0.00
52 56 -> 29 58 62 : sup = 2903.00, conf = 0.96, lift = 0.00
62 -> 29 52 56 58 : sup = 2903.00, conf = 0.95, lift = 0.00
29 -> 52 56 58 62 : sup = 2903.00, conf = 0.91, lift = 0.00
