Antecedent,Consequent,Support,Confidence,Lift,Conviction
"29 52 58","56 62",2903.0000,0.9161,0.0003,-34811.3459
"52 56 62","29 58",2903.0000,0.9949,0.0003,-618421.4667
"29 52 56","58 62",2903.0000,0.9673,0.0003,-93674.0714
"52 56 58","29 62",2903.0000,0.9629,0.0003,-81943.3929
"29 62","52 56 58",2903.0000,0.9534,0.0003,-64631.1972
"58 62","29 52 56",2903.0000,0.9487,0.0003,-58471.3376
"29 58","52 56 62",2903.0000,0.9129,0.0003,-33487.5812
"56 62","29 52 58",2903.0000,0.9932,0.0003,-463003.2000
"29 56","52 58 62",2903.0000,0.9657,0.0003,-88954.2524
"56 58","29 52 62",2903.0000,0.9613,0.0003,-78287.6923
"52 62","29 56 58",2903.0000,0.9521,0.0003,-62734.2192
"29 52","56 58 62",2903.0000,0.9158,0.0003,-34691.9101
"52 58","29 56 62",2903.0000,0.9117,0.0003,-32939.1032
"52 56","29 58 62",2903.0000,0.9625,0.0003,-81245.1681
"62","29 52 56 58",2903.0000,0.9487,0.0003,-58451.8471
"29","52 56 58 62",2903.0000,0.9126,0.0003,-33377.6151
"58","29 52 56 62",2903.0000,0.9086,0.0003,-31753.0479
"56","29 52 58 62",2903.0000,0.9609,0.0003,-77649.9407
"52","29 56 58 62",2903.0000,0.9115,0.0003,-32832.6064
"40 52 58 60","48",2949.0000,0.9476,0.0003,-57505.1779
"40 48 58 60","52",2949.0000,0.9963,0.0003,-856785.4545
"48 52 58 60","40",2949.0000,0.9916,0.0003,-376984.2400
"40 48 52 60","58",2949.0000,0.9997,0.0003,-9422300.0000
"40 48 52 58","60",2949.0000,0.9913,0.0003,-360203.8462
"40 58 60","48 52",2949.0000,0.9443,0.0003,-53862.7759
"52 58 60","40 48",2949.0000,0.9401,0.0003,-49824.9043
"40 52 60","48 58",2949.0000,0.9473,0.0003,-57153.9207
"40 52 58","48 60",2949.0000,0.9338,0.0003,-45103.4928
"48 58 60","40 52",2949.0000,0.9879,0.0003,-261850.8333
"40 48 60","52 58",2949.0000,0.9959,0.0003,-785405.2500
"40 48 58","52 60",2949.0000,0.9876,0.0003,-253164.3784
"48 52 60","40 58",2949.0000,0.9913,0.0003,-362492.3077
"48 52 58","40 60",2949.0000,0.9827,0.0003,-180233.1346
"40 48 52","58 60",2949.0000,0.9909,0.0003,-346869.3333
"58 60","40 48 52",2949.0000,0.9368,0.0003,-47061.8090
"40 60","48 52 58",2949.0000,0.9440,0.0003,-53554.2857
"40 58","48 52 60",2949.0000,0.9306,0.0003,-42839.1182
"52 60","40 48 58",2949.0000,0.9398,0.0003,-49560.4762
"52 58","40 48 60",2949.0000,0.9262,0.0003,-40104.8511
"40 52","48 58 60",2949.0000,0.9335,0.0003,-44887.8857
"48 60","40 52 58",2949.0000,0.9876,0.0003,-254778.4324
"48 58","40 52 60",2949.0000,0.9791,0.0003,-148783.2381
"40 48","52 58 60",2949.0000,0.9873,0.0003,-246506.1053
"48 52","40 58 60",2949.0000,0.9823,0.0003,-176834.7925
"60","40 48 52 58",2949.0000,0.9365,0.0003,-46825.6300
"58","40 48 52 60",2949.0000,0.9230,0.0003,-38301.0366
"40","48 52 58 60",2949.0000,0.9303,0.0003,-42644.3891
"52","40 48 58 60",2949.0000,0.9259,0.0003,-39933.9619
"48","40 52 58 60",2949.0000,0.9788,0.0003,-146460.0469
"36 40 58 60","66",2899.0000,0.9580,0.0003,-71956.8504
"40 58 60 66","36",2899.0000,0.9676,0.0003,-95686.6804
"36 58 60 66","40",2899.0000,0.9918,0.0003,-385957.7917
"36 40 60 66","58",2899.0000,0.9997,0.0003,-9262600.0000
"36 40 58 66","60",2899.0000,1.0000,0.0003,Infinity
"40 58 60","36 66",2899.0000,0.9283,0.0003,-40752.3616
"36 58 60","40 66",2899.0000,0.9502,0.0003,-60136.8158
"36 40 60","58 66",2899.0000,0.9577,0.0003,-71394.6328
"36 40 58","60 66",2899.0000,0.9437,0.0003,-53626.8208
"58 60 66","36 40",2899.0000,0.9599,0.0003,-76673.0579
"40 60 66","36 58",2899.0000,0.9673,0.0003,-94711.3163
"40 58 66","36 60",2899.0000,0.9676,0.0003,-94235.0103
"36 60 66","40 58",2899.0000,0.9915,0.0003,-370529.2800
"36 58 66","40 60",2899.0000,0.9918,0.0003,-380355.3750
"36 40 66","58 60",2899.0000,0.9997,0.0003,-9126300.0000
"58 60","36 40 66",2899.0000,0.9209,0.0003,-36650.8112
"40 60","36 58 66",2899.0000,0.9280,0.0003,-40570.3467
"40 58","36 60 66",2899.0000,0.9148,0.0003,-34307.3593
"36 60","40 58 66",2899.0000,0.9499,0.0003,-59743.3987
"36 58","40 60 66",2899.0000,0.9358,0.0003,-46641.2462
"36 40","58 60 66",2899.0000,0.9434,0.0003,-53318.3161
"60 66","36 40 58",2899.0000,0.9596,0.0003,-76045.0082
"58 66","36 40 60",2899.0000,0.9599,0.0003,-75524.9587
"40 66","36 58 60",2899.0000,0.9673,0.0003,-93273.9796
"36 66","40 58 60",2899.0000,0.9915,0.0003,-365149.1200
"60","36 40 58 66",2899.0000,0.9206,0.0003,-36503.2080
"58","36 40 60 66",2899.0000,0.9074,0.0003,-31291.5709
"40","36 58 60 66",2899.0000,0.9145,0.0003,-34179.8524
"36","40 58 60 66",2899.0000,0.9355,0.0003,-46407.5250
"66","36 40 58 60",2899.0000,0.9596,0.0003,-74905.9426
"7 29 40 58 60","66",2877.0000,0.9596,0.0003,-74826.1157
"29 40 58 60 66","7",2877.0000,0.9629,0.0003,-82775.6757
"7 29 58 60 66","40",2877.0000,0.9917,0.0003,-383052.8750
"7 29 40 60 66","58",2877.0000,0.9997,0.0003,-9192332.0000
"7 29 40 58 66","60",2877.0000,1.0000,0.0003,Infinity
"7 40 58 60 66","29",2877.0000,0.9986,0.0003,-2290395.0000
"29 40 58 60","7 66",2877.0000,0.9251,0.0003,-38774.8927
"7 29 58 60","40 66",2877.0000,0.9517,0.0003,-62033.6164
"7 29 40 60","58 66",2877.0000,0.9593,0.0003,-74212.9590
"7 29 40 58","60 66",2877.0000,0.9458,0.0003,-55677.8182
"7 40 58 60","29 66",2877.0000,0.9574,0.0003,-70711.4062
"29 58 60 66","7 40",2877.0000,0.9552,0.0003,-68026.5778
"29 40 60 66","7 58",2877.0000,0.9625,0.0003,-82037.3750
"29 40 58 66","7 60",2877.0000,0.9629,0.0003,-81564.3243
"40 58 60 66","7 29",2877.0000,0.9603,0.0003,-77241.4118
"7 29 60 66","40 58",2877.0000,0.9914,0.0003,-367741.4400
"7 29 58 66","40 60",2877.0000,0.9917,0.0003,-377492.6250
"7 58 60 66","29 40",2877.0000,0.9904,0.0003,-327227.5000
"7 29 40 66","58 60",2877.0000,0.9997,0.0003,-9057066.0000
"7 40 60 66","29 58",2877.0000,0.9983,0.0003,-1832375.6000
"7 40 58 66","29 60",2877.0000,0.9986,0.0003,-2257983.7500
"29 58 60","7 40 66",2877.0000,0.9177,0.0003,-35007.5000
"29 40 60","7 58 66",2877.0000,0.9248,0.0003,-38608.3077
"29 40 58","7 60 66",2877.0000,0.9122,0.0003,-33077.1480
"40 58 60","7 29 66",2877.0000,0.9212,0.0003,-36828.5488
"7 29 60","40 58 66",2877.0000,0.9514,0.0003,-61611.4286
"7 29 58","40 60 66",2877.0000,0.9377,0.0003,-48124.2304
"7 58 60","29 40 66",2877.0000,0.9495,0.0003,-59174.1176
"7 29 40","58 60 66",2877.0000,0.9454,0.0003,-55342.2711
"7 40 60","29 58 66",2877.0000,0.9571,0.0003,-70163.3023
"7 40 58","29 60 66",2877.0000,0.9436,0.0003,-53392.9535
"29 60 66","7 40 58",2877.0000,0.9549,0.0003,-67526.6471
"29 58 66","7 40 60",2877.0000,0.9552,0.0003,-67044.8889
"58 60 66","7 29 40",2877.0000,0.9526,0.0003,-64243.6364
"29 40 66","7 58 60",2877.0000,0.9625,0.0003,-80836.4375
"40 60 66","7 29 58",2877.0000,0.9600,0.0003,-76598.3250
"40 58 66","7 29 60",2877.0000,0.9603,0.0003,-76108.4706
"7 29 66","40 58 60",2877.0000,0.9914,0.0003,-362401.7600
"7 60 66","29 40 58",2877.0000,0.9900,0.0003,-315952.3448
"7 58 66","29 40 60",2877.0000,0.9904,0.0003,-322662.5000
"7 40 66","29 58 60",2877.0000,0.9983,0.0003,-1806437.6000
"29 60","7 40 58 66",2877.0000,0.9174,0.0003,-34871.3514
"29 58","7 40 60 66",2877.0000,0.9047,0.0003,-30236.2376
"58 60","7 29 40 66",2877.0000,0.9139,0.0003,-33419.9114
"29 40","7 58 60 66",2877.0000,0.9119,0.0003,-32957.2662
"40 60","7 29 58 66",2877.0000,0.9209,0.0003,-36678.5425
"40 58","7 29 60 66",2877.0000,0.9079,0.0003,-31483.7979
"7 29","40 58 60 66",2877.0000,0.9374,0.0003,-47873.2031
"7 60","29 40 58 66",2877.0000,0.9492,0.0003,-58789.5909
"7 58","29 40 60 66",2877.0000,0.9356,0.0003,-46404.5455
"7 40","29 58 60 66",2877.0000,0.9433,0.0003,-53084.1040
"29 66","7 40 58 60",2877.0000,0.9549,0.0003,-66551.8529
"60 66","7 29 40 58",2877.0000,0.9523,0.0003,-63797.6458
"58 66","7 29 40 60",2877.0000,0.9526,0.0003,-63314.4056
"40 66","7 29 58 60",2877.0000,0.9600,0.0003,-75474.4500
"7 66","29 40 58 60",2877.0000,0.9900,0.0003,-311543.2414
"29","7 40 58 60 66",2877.0000,0.9044,0.0003,-30135.7895
"60","7 29 40 58 66",2877.0000,0.9136,0.0003,-33296.0441
"58","7 29 40 60 66",2877.0000,0.9005,0.0003,-28905.7075
"40","7 29 58 60 66",2877.0000,0.9076,0.0003,-31375.4266
"7","29 40 58 60 66",2877.0000,0.9353,0.0003,-46170.9146
"66","7 29 40 58 60",2877.0000,0.9523,0.0003,-62874.5625
"29 58 60 62","52",2990.0000,0.9963,0.0003,-868653.0909
"29 52 60 62","58",2990.0000,1.0000,0.0003,Infinity
"29 52 58 62","60",2990.0000,0.9855,0.0003,-217068.9091
"52 58 60 62","29",2990.0000,0.9957,0.0003,-734580.0000
"29 52 58 60","62",2990.0000,0.9571,0.0003,-71315.7910
"29 60 62","52 58",2990.0000,0.9963,0.0003,-868380.2727
"29 58 62","52 60",2990.0000,0.9819,0.0003,-173675.7273
"58 60 62","29 52",2990.0000,0.9920,0.0003,-397973.5833
"29 58 60","52 62",2990.0000,0.9537,0.0003,-65899.8621
"29 52 62","58 60",2990.0000,0.9855,0.0003,-216999.9545
"52 60 62","29 58",2990.0000,0.9957,0.0003,-734349.0000
"29 52 60","58 62",2990.0000,0.9568,0.0003,-70810.1852
"52 58 62","29 60",2990.0000,0.9806,0.0003,-162010.4237
"29 52 58","60 62",2990.0000,0.9435,0.0003,-53341.8827
"52 58 60","29 62",2990.0000,0.9531,0.0003,-64959.3741
"29 62","52 58 60",2990.0000,0.9819,0.0003,-173620.3636
"60 62","29 52 58",2990.0000,0.9920,0.0003,-397848.0000
"29 60","52 58 62",2990.0000,0.9534,0.0003,-65469.3699
"58 62","29 52 60",2990.0000,0.9771,0.0003,-136563.4286
"29 58","52 60 62",2990.0000,0.9403,0.0003,-50244.0000
"58 60","29 52 62",2990.0000,0.9498,0.0003,-60429.6456
"52 62","29 58 60",2990.0000,0.9806,0.0003,-161958.7458
"29 52","58 60 62",2990.0000,0.9432,0.0003,-53062.2778
"52 60","29 58 62",2990.0000,0.9528,0.0003,-64541.0270
"52 58","29 60 62",2990.0000,0.9391,0.0003,-49237.1134
"62","29 52 58 60",2990.0000,0.9771,0.0003,-136519.7143
"29","52 58 60 62",2990.0000,0.9400,0.0003,-49996.6597
"60","29 52 58 62",2990.0000,0.9495,0.0003,-60068.6604
"58","29 52 60 62",2990.0000,0.9358,0.0003,-46584.6585
"52","29 58 60 62",2990.0000,0.9388,0.0003,-49000.0000
"29 36 40 52 58","48",2934.0000,0.9632,0.0003,-81915.6429
"29 40 48 52 58","36",2934.0000,0.9912,0.0003,-352695.3846
"29 36 40 48 58","52",2934.0000,0.9963,0.0003,-852443.6364
"29 36 48 52 58","40",2934.0000,0.9912,0.0003,-360778.4615
"29 36 40 48 52","58",2934.0000,0.9997,0.0003,-9374390.0000
"36 40 48 52 58","29",2934.0000,0.9949,0.0003,-625188.0000
"29 40 52 58","36 48",2934.0000,0.9335,0.0003,-44904.2967
"29 36 40 58","48 52",2934.0000,0.9598,0.0003,-74585.8293
"29 36 52 58","40 48",2934.0000,0.9551,0.0003,-66470.9565
"29 36 40 52","48 58",2934.0000,0.9629,0.0003,-81190.4159
"36 40 52 58","29 48",2934.0000,0.9585,0.0003,-72234.7795
"29 40 48 58","36 52",2934.0000,0.9875,0.0003,-247877.7568
"29 48 52 58","36 40",2934.0000,0.9826,0.0003,-176403.6923
"29 40 48 52","36 58",2934.0000,0.9909,0.0003,-339637.6667
"40 48 52 58","29 36",2934.0000,0.9862,0.0003,-223705.4878
"29 36 48 58","40 52",2934.0000,0.9875,0.0003,-253578.8649
"29 36 40 48","52 58",2934.0000,0.9959,0.0003,-781426.5000
"36 40 48 58","29 52",2934.0000,0.9912,0.0003,-360778.4615
"29 36 48 52","40 58",2934.0000,0.9909,0.0003,-347424.0000
"36 48 52 58","29 40",2934.0000,0.9862,0.0003,-228857.3171
"36 40 48 52","29 58",2934.0000,0.9946,0.0003,-586128.1250
"29 40 58","36 48 52",2934.0000,0.9302,0.0003,-42650.6818
"29 52 58","36 40 48",2934.0000,0.9258,0.0003,-39915.9149
"29 40 52","36 48 58",2934.0000,0.9332,0.0003,-44689.7143
"40 52 58","29 36 48",2934.0000,0.9291,0.0003,-41885.7946
"29 36 58","40 48 52",2934.0000,0.9517,0.0003,-61556.5436
"29 36 40","48 52 58",2934.0000,0.9595,0.0003,-73983.8710
"36 40 58","29 48 52",2934.0000,0.9551,0.0003,-66470.9565
"29 36 52","40 48 58",2934.0000,0.9548,0.0003,-65992.1223
"36 52 58","29 40 48",2934.0000,0.9504,0.0003,-59944.2941
"36 40 52","29 48 58",2934.0000,0.9582,0.0003,-71669.9375
"29 48 58","36 40 52",2934.0000,0.9790,0.0003,-145616.1429
"29 40 48","36 52 58",2934.0000,0.9872,0.0003,-241357.6842
"40 48 58","29 36 52",2934.0000,0.9826,0.0003,-176403.6923
"29 48 52","36 40 58",2934.0000,0.9823,0.0003,-173076.9245
"48 52 58","29 36 40",2934.0000,0.9777,0.0003,-136926.2239
"40 48 52","29 36 58",2934.0000,0.9859,0.0003,-218381.7143
"29 36 48","40 52 58",2934.0000,0.9872,0.0003,-246910.6316
"36 48 58","29 40 52",2934.0000,0.9826,0.0003,-180480.7308
"36 40 48","29 52 58",2934.0000,0.9909,0.0003,-347424.0000
"36 48 52","29 40 58",2934.0000,0.9859,0.0003,-223412.5714
"29 58","36 40 48 52",2934.0000,0.9226,0.0003,-38121.2195
"29 40","36 48 52 58",2934.0000,0.9300,0.0003,-42456.8778
"40 58","29 36 48 52",2934.0000,0.9258,0.0003,-39915.9149
"29 52","36 40 48 58",2934.0000,0.9256,0.0003,-39745.8898
"52 58","29 36 40 48",2934.0000,0.9215,0.0003,-37507.5200
"40 52","29 36 48 58",2934.0000,0.9288,0.0003,-41698.8000
"29 36","40 48 52 58",2934.0000,0.9514,0.0003,-61145.4400
"36 58","29 40 48 52",2934.0000,0.9471,0.0003,-55915.1220
"36 40","29 48 52 58",2934.0000,0.9548,0.0003,-65992.1223
"36 52","29 40 48 58",2934.0000,0.9501,0.0003,-59554.2857
"29 48","36 40 52 58",2934.0000,0.9787,0.0003,-143341.8750
"48 58","29 36 40 52",2934.0000,0.9741,0.0003,-117622.4615
"40 48","29 36 52 58",2934.0000,0.9823,0.0003,-173076.9245
"48 52","29 36 40 58",2934.0000,0.9773,0.0003,-134913.4118
"36 48","29 40 52 58",2934.0000,0.9823,0.0003,-177078.3774
"29","36 40 48 52 58",2934.0000,0.9224,0.0003,-37965.9433
"58","29 36 40 48 52",2934.0000,0.9183,0.0003,-35916.2069
"40","29 36 48 52 58",2934.0000,0.9256,0.0003,-39745.8898
"52","29 36 40 48 58",2934.0000,0.9212,0.0003,-37357.1315
"36","29 40 48 52 58",2934.0000,0.9468,0.0003,-55575.4000
"48","29 36 40 52 58",2934.0000,0.9738,0.0003,-116133.9873
"29 52 58 60","66",3001.0000,0.9606,0.0003,-76703.0894
"29 58 60 66","52",3001.0000,0.9963,0.0003,-871837.0909
"29 52 60 66","58",3001.0000,0.9997,0.0003,-9588388.0000
"29 52 58 66","60",3001.0000,1.0000,0.0003,Infinity
"52 58 60 66","29",3001.0000,0.9973,0.0003,-1196077.5000
"29 58 60","52 66",3001.0000,0.9573,0.0003,-70397.1269
"29 52 60","58 66",3001.0000,0.9603,0.0003,-76083.6694
"29 52 58","60 66",3001.0000,0.9470,0.0003,-56966.5476
"52 58 60","29 66",3001.0000,0.9566,0.0003,-69475.3235
"29 60 66","52 58",3001.0000,0.9960,0.0003,-799198.2500
"29 58 66","52 60",3001.0000,0.9963,0.0003,-858967.6364
"58 60 66","29 52",3001.0000,0.9937,0.0003,-503704.2105
"29 52 66","58 60",3001.0000,0.9997,0.0003,-9447294.0000
"52 60 66","29 58",3001.0000,0.9970,0.0003,-1063198.8889
"52 58 66","29 60",3001.0000,0.9973,0.0003,-1179151.8750
"29 60","52 58 66",3001.0000,0.9570,0.0003,-69874.7259
"29 58","52 60 66",3001.0000,0.9437,0.0003,-53455.9777
"58 60","29 52 66",3001.0000,0.9533,0.0003,-64266.3129
"29 52","58 60 66",3001.0000,0.9467,0.0003,-56628.5799
"52 60","29 58 66",3001.0000,0.9563,0.0003,-68967.2847
"52 58","29 60 66",3001.0000,0.9425,0.0003,-52405.5082
"29 66","52 58 60",3001.0000,0.9960,0.0003,-787397.3333
"60 66","29 52 58",3001.0000,0.9934,0.0003,-478526.4000
"58 66","29 52 60",3001.0000,0.9937,0.0003,-496551.5789
"52 66","29 58 60",3001.0000,0.9970,0.0003,-1048148.8889
"29","52 58 60 66",3001.0000,0.9434,0.0003,-53158.0444
"60","29 52 58 66",3001.0000,0.9530,0.0003,-63831.0811
"58","29 52 60 66",3001.0000,0.9393,0.0003,-49423.6856
"52","29 58 60 66",3001.0000,0.9422,0.0003,-52119.7554
"66","29 52 58 60",3001.0000,0.9934,0.0003,-471729.1500
"29 36 40 52 60","48",2911.0000,0.9694,0.0003,-98315.6087
"29 40 48 52 60","36",2911.0000,0.9911,0.0003,-349954.8462
"29 36 40 48 60","52",2911.0000,0.9962,0.0003,-845786.1818
"29 36 48 52 60","40",2911.0000,0.9915,0.0003,-372167.3600
"29 36 40 48 52","60",2911.0000,0.9918,0.0003,-384974.1667
"36 40 48 52 60","29",2911.0000,0.9956,0.0003,-715255.3846
"29 40 52 60","36 48",2911.0000,0.9390,0.0003,-48976.7196
"29 36 40 60","48 52",2911.0000,0.9658,0.0003,-87815.6699
"29 36 52 60","40 48",2911.0000,0.9614,0.0003,-77278.7009
"29 36 40 52","48 60",2911.0000,0.9554,0.0003,-66877.1691
"36 40 52 60","29 48",2911.0000,0.9652,0.0003,-86085.2571
"29 40 48 60","36 52",2911.0000,0.9874,0.0003,-245958.8108
"29 48 52 60","36 40",2911.0000,0.9828,0.0003,-178416.9412
"29 40 48 52","36 60",2911.0000,0.9831,0.0003,-180680.2200
"40 48 52 60","29 36",2911.0000,0.9868,0.0003,-233201.2821
"29 36 48 60","40 52",2911.0000,0.9878,0.0003,-258517.3889
"29 36 40 48","52 60",2911.0000,0.9881,0.0003,-264045.7714
"36 40 48 60","29 52",2911.0000,0.9918,0.0003,-387542.2917
"29 36 48 52","40 60",2911.0000,0.9831,0.0003,-184944.0600
"36 48 52 60","29 40",2911.0000,0.9871,0.0003,-244767.0000
"36 40 48 52","29 60",2911.0000,0.9868,0.0003,-237134.6154
"29 40 60","36 48 52",2911.0000,0.9357,0.0003,-46276.1250
"29 52 60","36 40 48",2911.0000,0.9315,0.0003,-43224.2991
"29 40 52","36 48 60",2911.0000,0.9259,0.0003,-39927.4506
"40 52 60","29 36 48",2911.0000,0.9351,0.0003,-45785.7574
"29 36 60","40 48 52",2911.0000,0.9579,0.0003,-70633.0078
"29 36 40","48 52 60",2911.0000,0.9519,0.0003,-61867.2925
"36 40 60","29 48 52",2911.0000,0.9617,0.0003,-77919.1552
"29 36 52","40 48 60",2911.0000,0.9473,0.0003,-56148.6420
"36 52 60","29 40 48",2911.0000,0.9573,0.0003,-69498.5462
"36 40 52","29 48 60",2911.0000,0.9507,0.0003,-60266.6490
"29 48 60","36 40 52",2911.0000,0.9791,0.0003,-146779.8871
"29 40 48","36 52 60",2911.0000,0.9795,0.0003,-148112.7869
"40 48 60","29 36 52",2911.0000,0.9831,0.0003,-181923.8400
"29 48 52","36 40 60",2911.0000,0.9746,0.0003,-118929.7632
"48 52 60","29 36 40",2911.0000,0.9785,0.0003,-142102.7344
"40 48 52","29 36 60",2911.0000,0.9782,0.0003,-139093.6615
"29 36 48","40 52 60",2911.0000,0.9795,0.0003,-151620.7213
"36 48 60","29 40 52",2911.0000,0.9834,0.0003,-189862.8571
"36 40 48","29 52 60",2911.0000,0.9831,0.0003,-185003.2800
"36 48 52","29 40 60",2911.0000,0.9782,0.0003,-142390.1538
"29 60","36 40 48 52",2911.0000,0.9283,0.0003,-41102.5067
"29 40","36 48 52 60",2911.0000,0.9227,0.0003,-38118.6066
"40 60","29 36 48 52",2911.0000,0.9318,0.0003,-43413.3333
"29 52","36 40 48 60",2911.0000,0.9183,0.0003,-35910.3475
"52 60","29 36 40 48",2911.0000,0.9277,0.0003,-40711.0573
"40 52","29 36 48 60",2911.0000,0.9215,0.0003,-37525.8629
"29 36","40 48 52 60",2911.0000,0.9439,0.0003,-52570.6127
"36 60","29 40 48 52",2911.0000,0.9538,0.0003,-64070.3546
"36 40","29 48 52 60",2911.0000,0.9473,0.0003,-56167.6111
"36 52","29 40 48 60",2911.0000,0.9427,0.0003,-51414.3277
"29 48","36 40 52 60",2911.0000,0.9710,0.0003,-103896.2069
"48 60","29 36 40 52",2911.0000,0.9749,0.0003,-121271.4133
"40 48","29 36 52 60",2911.0000,0.9746,0.0003,-118969.0658
"48 52","29 36 40 60",2911.0000,0.9697,0.0003,-99395.8901
"36 48","29 40 52 60",2911.0000,0.9746,0.0003,-121798.8553
"29","36 40 48 52 60",2911.0000,0.9151,0.0003,-34437.2704
"60","29 36 40 48 52",2911.0000,0.9244,0.0003,-38820.0252
"40","29 36 48 52 60",2911.0000,0.9183,0.0003,-35922.5869
"52","29 36 40 48 60",2911.0000,0.9140,0.0003,-33953.9599
"36","29 40 48 52 60",2911.0000,0.9393,0.0003,-48397.1489
"48","29 36 40 52 60",2911.0000,0.9661,0.0003,-88676.7255
"40 56 58 60","52",2944.0000,0.9983,0.0003,-1877923.2000
"52 56 58 60","40",2944.0000,0.9919,0.0003,-391899.6667
"40 52 58 60","56",2944.0000,0.9460,0.0003,-55941.9048
"40 52 56 60","58",2944.0000,0.9997,0.0003,-9406330.0000
"40 52 56 58","60",2944.0000,0.9846,0.0003,-204620.0000
"56 58 60","40 52",2944.0000,0.9902,0.0003,-323749.4483
"40 58 60","52 56",2944.0000,0.9427,0.0003,-52602.4860
"40 56 60","52 58",2944.0000,0.9980,0.0003,-1564975.0000
"40 56 58","52 60",2944.0000,0.9830,0.0003,-184221.8627
"52 58 60","40 56",2944.0000,0.9385,0.0003,-48680.3886
"52 56 60","40 58",2944.0000,0.9916,0.0003,-376231.6800
"52 56 58","40 60",2944.0000,0.9765,0.0003,-132617.5352
"40 52 60","56 58",2944.0000,0.9457,0.0003,-55610.3373
"40 52 58","56 60",2944.0000,0.9322,0.0003,-43872.5888
"40 52 56","58 60",2944.0000,0.9843,0.0003,-200269.7234
"58 60","40 52 56",2944.0000,0.9352,0.0003,-46139.8039
"56 60","40 52 58",2944.0000,0.9899,0.0003,-312963.9333
"56 58","40 52 60",2944.0000,0.9748,0.0003,-123661.0526
"40 60","52 56 58",2944.0000,0.9424,0.0003,-52309.6444
"40 58","52 56 60",2944.0000,0.9290,0.0003,-41802.6311
"40 56","52 58 60",2944.0000,0.9826,0.0003,-180681.8462
"52 60","40 56 58",2944.0000,0.9382,0.0003,-48428.7216
"52 58","40 56 60",2944.0000,0.9246,0.0003,-39123.4000
"52 56","40 58 60",2944.0000,0.9761,0.0003,-130777.1111
"40 52","56 58 60",2944.0000,0.9319,0.0003,-43667.6651
"60","40 52 56 58",2944.0000,0.9349,0.0003,-45913.9561
"58","40 52 56 60",2944.0000,0.9214,0.0003,-37474.4223
"56","40 52 58 60",2944.0000,0.9745,0.0003,-122056.2468
"40","52 56 58 60",2944.0000,0.9287,0.0003,-41616.7699
"52","40 56 58 60",2944.0000,0.9243,0.0003,-38960.0830
"52 58 60 62","36",2906.0000,0.9677,0.0003,-95910.2474
"36 58 60 62","52",2906.0000,0.9962,0.0003,-844338.9091
"36 52 60 62","58",2906.0000,1.0000,0.0003,Infinity
"36 52 58 62","60",2906.0000,0.9844,0.0003,-202019.4783
"36 52 58 60","62",2906.0000,0.9559,0.0003,-69398.2090
"58 60 62","36 52",2906.0000,0.9642,0.0003,-86150.1667
"52 60 62","36 58",2906.0000,0.9677,0.0003,-95879.2887
"52 58 62","36 60",2906.0000,0.9531,0.0003,-65052.4406
"52 58 60","36 62",2906.0000,0.9264,0.0003,-40224.2165
"36 60 62","52 58",2906.0000,0.9962,0.0003,-844073.7273
"36 58 62","52 60",2906.0000,0.9808,0.0003,-163068.9649
"36 58 60","52 62",2906.0000,0.9525,0.0003,-64134.1241
"36 52 62","58 60",2906.0000,0.9844,0.0003,-201955.3043
"36 52 60","58 62",2906.0000,0.9556,0.0003,-68906.8074
"36 52 58","60 62",2906.0000,0.9414,0.0003,-51387.4641
"60 62","36 52 58",2906.0000,0.9642,0.0003,-86122.2593
"58 62","36 52 60",2906.0000,0.9497,0.0003,-60405.1948
"58 60","36 52 62",2906.0000,0.9231,0.0003,-38387.3884
"52 62","36 58 60",2906.0000,0.9531,0.0003,-65031.1189
"52 60","36 58 62",2906.0000,0.9261,0.0003,-40063.6034
"52 58","36 60 62",2906.0000,0.9127,0.0003,-33397.6403
"36 62","52 58 60",2906.0000,0.9808,0.0003,-163016.9825
"36 60","52 58 62",2906.0000,0.9522,0.0003,-63715.7260
"36 58","52 60 62",2906.0000,0.9380,0.0003,-48438.5208
"36 52","58 60 62",2906.0000,0.9411,0.0003,-51121.6703
"62","36 52 58 60",2906.0000,0.9497,0.0003,-60385.3247
"60","36 52 58 62",2906.0000,0.9228,0.0003,-38241.5597
"58","36 52 60 62",2906.0000,0.9095,0.0003,-32115.8304
"52","36 58 60 62",2906.0000,0.9124,0.0003,-33288.3871
"36","52 58 60 62",2906.0000,0.9377,0.0003,-48203.0984
"40 56 58 62","52",2904.0000,0.9983,0.0003,-1852451.2000
"52 56 58 62","40",2904.0000,0.9952,0.0003,-660510.1429
"40 52 58 62","56",2904.0000,0.9572,0.0003,-70482.1538
"40 52 56 62","58",2904.0000,1.0000,0.0003,Infinity
"40 52 56 58","62",2904.0000,0.9712,0.0003,-106353.6047
"56 58 62","40 52",2904.0000,0.9935,0.0003,-485833.3684
"40 58 62","52 56",2904.0000,0.9537,0.0003,-65111.1702
"40 56 62","52 58",2904.0000,0.9983,0.0003,-1851869.4000
"40 56 58","52 62",2904.0000,0.9696,0.0003,-100316.0440
"52 58 62","40 56",2904.0000,0.9524,0.0003,-62977.6207
"52 56 62","40 58",2904.0000,0.9952,0.0003,-660301.7143
"52 56 58","40 62",2904.0000,0.9632,0.0003,-82681.6216
"40 52 62","56 58",2904.0000,0.9572,0.0003,-70458.8154
"40 52 58","56 62",2904.0000,0.9196,0.0003,-36329.4331
